idPersonaje	idFamilia	nombreA	nombreE	suhra	nacimiento	nacimiento_comentario	muerte	muerte_comentario	edad	edad_comentario	resumenBiografico	creado	modificado	publicado	maestrosOrientales	nacimientoec	muerteec	fuentesCitadas
1615	0	أحمد بن محمد بن أحمد بن خلوص المرادي، أبو العباس	Aḥmad b. Muḥammad b. Aḥmad b. Aḥmad b. Ḫalūṣ al-Murādī, Abū l-ʿAbbās	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2012-01-23T15:31:49Z	1	NA	0	0	ابن الابار
1617	0	أحمد بن محمد بن أحمد بن رضا البكري	Aḥmad b. Muḥammad b. Aḥmad b. Ridā al-Bakrī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2013-07-16T12:05:59Z	1	NA	0	0	NA
1618	0	أحمد بن محمد بن أحمد بن زاغنه	Aḥmad b. Muḥammad b. Aḥmad b. Zāgina	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2012-01-23T15:13:55Z	1	NA	0	0	NA
1619	0	أحمد بن محمد بن أحمد بن زياد، ابن الدباغ، أبو العباس	Aḥmad b. Muḥammad b. Aḥmad b. Ziyād, Ibn la-Dabbāg, Abū l-ʿAbbās	ابن الدباغ	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2014-07-25T09:54:03Z	1	NA	0	0	NA
1620	0	أحمد بن محمد بن أحمد بن سعيد بن الحباب الأموي (مولى لهم)، ابن الجسور، أبو عمر (أبو عمير)	Aḥmad b. Muḥammad b. Aḥmad b. Saʿīd b. al-Ḥubāb al-Umawī (mawlà) , Ibn al-Ğasūr, Abū ʿUmar (Abū ʿUmayr)	ابن الجسور	319	/320	401	miércoles 26 ḏū l-qaʿda=1 julio	82	ded.	NA	2010-12-29T01:13:00Z	2017-11-29T19:12:25Z	1	NA	931	1011	"أبو محمد علي بن أحمد بن حزم (H, D)</br>
ابن شنظير، الخولاني، الحميدي، أبو عبد الله بن عتاب، أبو عمر أحمد بن محمد (IB)</br>"
1621	0	أحمد بن محمد بن أحمد بن سعيد بن نميل الأنصاري، ابن البلنسي، أبو جعفر، أبو بكر	Aḥmad b. Muḥammad b. Aḥmad b. Saʿīd b. Numayl al-Anṣārī, Ibn al-Balansī, Abū Ğaʿfar, Abū Bakr	ابن البلنسي	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2013-07-16T13:21:20Z	1	NA	0	0	NA
1622	0	أحمد بن محمد بن أحمد بن سلهب الأنصاري، أبو جعفر	Aḥmad b. Muḥammad b. Aḥmad b. Salhab al-Anṣārī,  Abū Ğaʿfar	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2012-01-23T15:50:23Z	1	NA	0	0	NA
1623	0	أحمد بن محمد بن أحمد بن سليمان الأزدي الزيات، أبو عمر	Aḥmad b. Muḥammad b. Aḥmad b. Sulaymān al-Azdī al-Zayyāt, Abū ʿUmar	NA	0	NA	0	NA	80	+	NA	2010-12-29T01:13:00Z	2012-04-09T13:44:06Z	1	NA	0	0	الخولاني (IB)
1624	257	أحمد بن محمد بن أحمد بن سهل الأنصاري الخراز، أبو عمر	Aḥmad b. Muḥammad b. Aḥmad b. Sahl al-Anṣārī al-Ḫarrāz, Abū ʿUmar	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2015-02-16T15:47:41Z	1	NA	0	0	الخولاني (IB)
1625	0	أحمد بن محمد بن أحمد بن سيد أبيه بن نوفل الأموي، أبو عمر	Aḥmad b. Muḥammad b. Aḥmad b. Sayyid Abīhi b. Nawfal al-Umawī, Abū ʿUmar	NA	332	ḏū l-qaʿda=junio	398	dp.	66	+, ded.	NA	2010-12-29T01:13:00Z	2013-12-03T10:59:54Z	1	NA	944	1007	الصاحبان (IB)
1626	0	أحمد بن محمد بن أحمد بن شاكر الأموي	Aḥmad b. Muḥammad b. Aḥmad b. Šākir al-Umawī	NA	0	NA	438	v.	0	NA	NA	2010-12-29T01:13:00Z	2013-07-17T12:52:58Z	1	NA	0	0	NA
1627	598	أحمد بن محمد بن أحمد بن عبد الرحمن بن علي بن محمد بن سعدة بن سعيد بن مسعدة بن ربيعة بن صخر بن شراحيل بن عامر بن الفضل بن بكر بن بكار بن البدر بن سعيد بن عبد الله العامري، أبو جعفر	Aḥmad b. Muḥammad b. Aḥmad b. ʿAbd al-Raḥmān b. ʿAlī b. Muḥammad b. Saʿda b. Saʿīd b. Masʿada b. Rabīʿa b. Ṣaḫr b. Šarāḥīl b. ʿĀmir b. al-Faḍl b. Bakr b. Bakkār b. Saʿīd b. ʿAbd Allāh al-ʿĀmirī, Abū Ğaʿfar	NA	0	NA	699	NA	0	NA	NA	2010-12-29T01:13:00Z	2015-07-13T09:52:27Z	1	NA	0	1299	NA
1628	0	أحمد بن محمد بن أحمد بن عبد الله اللخمي، أبو عبد الله	Aḥmad b. Muḥammad b. Aḥmad b. ʿAbd Allāh al-Lāḫmī, Abū ʿAbd Allāh	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2012-01-23T16:14:23Z	1	NA	0	0	NA
1629	0	أحمد بن محمد بن أحمد بن عبد الله بن أحمد بن غالب بن زبدون المخزومي، أبو الوليد	Aḥmad b. Muḥammad b. Aḥmad b. ʿAbd Allāh b. Aḥmad b. Gālib b. Zaydūn al-Maḫzūmī, Abū l-Walīd	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2013-07-11T10:51:58Z	1	NA	0	0	NA
1630	0	أحمد بن محمد بن أحمد بن عبد الله بن قاسم الأنصاري الإشبيلي، ابن السراج، أبو الحسين	Aḥmad b. Muḥammad b. Aḥmad b. ʿAbd Allāh b. Qāsim al-Anṣārī, Ibn al-Sarrāğ, Abū l-Ḥusayn	ابن السراج	560	NA	657	/658	97	ded.	NA	2010-12-29T01:13:00Z	2016-07-18T15:05:08Z	1	NA	1164	1258	NA
1631	14	أحمد بن محمد بن أحمد بن عبد الملك الأنصاري، ابن مشيون (ابن مشيول)، أبو جعفر	Aḥmad b. Muḥammad b. Aḥmad b. ʿAbd al-Malik al-Anṣārī, Ibn Mašyūn (Ibn Mašyūl), Abū Ğaʿfar	ابن مشيون (ابن مشيول)	0	NA	561	NA	0	NA	NA	2010-12-29T01:13:00Z	2012-04-10T12:24:33Z	1	NA	0	1165	NA
1632	0	أحمد بن محمد بن أحمد بن عبد الملك بن بونة (بونه) بن سعيد بن عصام بن محمد بن ثور العبدري، أبو العباس (أبو جعفر)	Aḥmad b. Muḥammad b. Aḥmad b. ʿAbd al-Malik b. Būna (Būnuh) b. Saʿīd b. ʿĪṣām b. Muḥammad b. Ṯawr al-ʿAbdarī, Abū l-ʿAbbās (Abū Ğaʿfar)	NA	0	NA	630	aprox.	0	NA	NA	2010-12-29T01:13:00Z	2012-03-14T15:27:35Z	1	NA	0	1232	NA
1633	0	أحمد بن محمد بن أحمد بن عمر الحضرمي السطيحي	Aḥmad b. Muḥammad b. Aḥmad b. Umar al-Ḥaḍramī al-Saṭīḥī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2012-02-02T19:30:19Z	1	NA	0	0	NA
1634	0	أحمد بن محمد بن أحمد بن عياش الكناني المرسي، أبو جعفر	Aḥmad b. Muḥammad b. Aḥmad b. ʿAyyāš al-Kinānī al-Mursī, Abū Ğaʿfar	NA	552	NA	628	/630, aprox.	76	NA	NA	2010-12-29T01:13:00Z	2013-11-20T09:42:34Z	1	NA	1157	1230	NA
1635	0	أحمد بن محمد بن أحمد بن عيسى الأنصاري	Aḥmad b. Muḥammad b. Aḥmad b. ʿĪsà al-Anṣārī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2013-07-11T10:05:34Z	1	NA	0	0	NA
1636	0	أحمد بن محمد بن أحمد بن عيسى المعافري، أبو جعفر	Aḥmad b. Muḥammad b. Aḥmad b. ʿĪsà al-Maʿāfirī, Abū Ğaʿfar	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2013-07-11T10:49:57Z	1	NA	0	0	NA
1637	103	أحمد بن محمد بن أحمد بن عيسى بن منظور القيسي، أبو القاسم	Aḥmad b. Muḥammad b. Aḥmad b. ʿĪsà b. Manẓūr al-Qaysī, Abū l-Qāsim	NA	436	NA	520	NA	84	ded.	NA	2010-12-29T01:13:00Z	2016-09-17T00:50:03Z	1	NA	1044	1126	NA
1638	9	أحمد بن محمد بن أحمد بن قاسم بن هلال بن يزيد بن عمران بن طاهر القيسي، أبو عمر	Aḥmad b. Muḥammad b. Aḥmad b. Qāsim b. Hilāl b. Yazīd b. ʿImrān b. Ṭāhir al-Qaysī, Abū ʿUmar	NA	326	ğumādà I=marzo	0	NA	0	NA	NA	2010-12-29T01:13:00Z	2019-02-19T13:30:38Z	1	NA	938	0	"▪ خالد بن سعد (IB) <br/>
▪ أبو إسحاق (IB) <br/>
"
1639	0	أحمد بن محمد بن أحمد بن قعنب الأزدي، ابن قعنب، أبو جعفر	Aḥmad b. Muḥammad b. Aḥmad b. Qaʿnab al-Azdī, Abū Ğaʿfar	ابن قعنب	670	NA	732	NA	62	ded.	NA	2010-12-29T01:13:01Z	2013-11-09T17:18:33Z	1	NA	1271	1331	NA
1640	0	أحمد بن محمد بن أحمد بن كوثر المحاربي، أبو العباس، أبو جعفر	Aḥmad b. Muḥammad b. Aḥmad b. Kawṯar al-Muḥāribī, Abū Ğaʿfar	NA	0	NA	550	NA	0	NA	NA	2010-12-29T01:13:01Z	2016-03-16T13:35:11Z	1	NA	0	1155	NA
1641	0	موسى بن يحيى بن خير الجزيري الأندلسي، أبو عمران	Mūsà b. Yaḥyà b. Ḫayr al-Ğazīrī al-Andalusī, Abū ʿImrān	NA	0	NA	524	v.	0	NA	NA	2010-12-29T01:13:01Z	2016-09-23T15:28:44Z	1	"أبو نصر عبد الملك بن أبي مسلم النهاوندي<br/>
أبو علي الحسين بن نحمد الطوسي الصاهكي.<br/>
حدث عنهما بمسند الشهاب للقضاعي عن أبي سعد الساوي عنه."	0	1129	NA
1642	291	أحمد بن محمد بن أحمد بن محمد بن إبراهيم بن يحيى بن إبراهيم بن يحيى بن خلصة الحميري الكتامي، ابن يحيى، ابن الوزغي، أبو جعفر	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. Ibrāhīm b. Yaḥyà b. Ḫalṣa al-Ḥimyarī al-Kutāmī, Ibn Yaḥyà, Ibn al-Wazgī?, Abū Ğaʿfar	ابن يحيى، ابن الوزغي	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2014-05-19T12:55:01Z	1	NA	0	0	NA
1643	85	أحمد بن محمد بن أحمد بن محمد بن أحمد بن إبراهيم بن هشام القرشي، ابن فركون، أبو جعفر	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. Aḥmad b. Ibrāhīm b.Hišām al-Qurašī, Ibn Furkūn, Abū Ğaʿfar	ابن فركون	649	/650	729	/730	80	NA	NA	2010-12-29T01:13:01Z	2016-04-13T10:26:08Z	1	NA	0	0	NA
1644	397	أحمد بن محمد بن أحمد بن محمد بن أحمد بن أحمد بن محمد بن أحمد بن عبيد الله بن رشد، أبو القاسم	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. Aḥmad b. Aḥmad b. Muḥammad b. Aḥmad b. ʿUbayd Allāh b. Rušd, Abū l-Qāsim	NA	0	NA	622	NA	0	NA	NA	2010-12-29T01:13:01Z	2015-02-20T22:51:51Z	1	NA	0	1225	ابن الطيلسان ـ عن (IA)
1645	400	أحمد بن محمد بن أحمد بن محمد بن أحمد بن محمد اللخمي، ابن أبي عزفة، أبو العباس	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b.  Aḥmad b. Muḥammad al-Laḫmī, Ibn Abī  ʿAzafa, Abū l-ʿAbbās	ابن أبي عزفة	0	NA	633	7 ramaḍān/15 mayo	0	NA	NA	2010-12-29T01:13:01Z	2019-02-01T11:05:55Z	1	NA	0	1236	NA
1646	0	أحمد بن محمد بن أحمد بن محمد بن الحاج الإشبيلي المالكي، أبو عمر	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. al-Ḥāğğ al-Išbīlī al-Mālikī, Abū ʿUmar	NA	672	NA	745	NA	73	NA	NA	2010-12-29T01:13:01Z	2013-11-09T17:06:55Z	1	NA	1273	1344	NA
1647	826	أحمد بن محمد بن أحمد بن محمد بن خلف بن سليمان بن خالد بن بهلول بن عبد الرؤوف بن مخارق بن أحمد العبدري، أبو الوليد	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. Ḫalaf b. Sulaymān b. Ḫālid b. Buhlūl b. ʿAbd al-Raʾūf b. Muḫāriq b. Aḥmad al-ʿAbdarī, Abū l-Walīd	NA	0	NA	610	NA	0	NA	NA	2010-12-29T01:13:01Z	2019-07-30T13:35:41Z	1	NA	0	1213	NA
1648	0	أحمد بن محمد بن أحمد بن محمد بن سليمان بن محمد [بن سليمان] الأنصاري	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. Sulaymān b. Muḥammad [b. Sulaymān] al-Anṣārī	NA	0	NA	533	v.	0	NA	NA	2010-12-29T01:13:01Z	2012-02-02T20:17:12Z	1	NA	0	1138	NA
1649	330	أحمد بن محمد بن أحمد بن محمد بن طاهر القيسي، أبو القاسم	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. Ṭāhir al-Qaysī, Abū l-Qāsim	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2013-07-11T20:37:16Z	1	NA	0	0	NA
1650	53	أحمد بن محمد بن أحمد بن محمد بن عبد الله بن أحمد بن خلف بن إبراهيم بن أبي عيسى لب بن بيطير بن خالد بن بكر التجيبي، ابن الحاج، أبو القاسم	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. ʿAbd Allāh b. Aḥmad b. Ḫalaf b. Ibrāhīm b. Abī ʿĪsà Lubb b. Biyatayr b. Ḫālid b. Bakr al-Tuğībī, Ibn al-Ḥāğğ, Abū l-Qāsim	ابن الحاج	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2013-07-11T11:00:41Z	1	NA	0	0	NA
1651	32	أحمد بن محمد بن أحمد بن محمد بن عبد الله بن يحيى بن عبد الرحمن بن يوسف بن سعيد بن جزي الكلبي، ابن جزي، أبو بكر	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. ʿAbd Allāh b. Yaḥyà b. ʿAbd al-Raḥmān b. Yūsuf b. Saʿīd b. Ğuzayy al-Kalbī, Abū Bakr	ابن جزي	715	15 ğumādà II=17 agosto	785	miércoles 11 ḏū l-qaʿda=5 enero/dp 763	70	NA	NA	2010-12-29T01:13:01Z	2013-09-30T10:09:00Z	1	NA	1315	1384	NA
1652	320	أحمد بن محمد بن أحمد بن محمد بن عبد الملك بن أيمن الأموي، أبو القاسم	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. ʿAbd al-Malik b. Ayman al-Umawī, Abū l-Qāsim	NA	0	NA	440	NA	0	NA	NA	2010-12-29T01:13:01Z	2012-11-30T16:06:50Z	1	NA	0	1048	NA
1653	185	أحمد بن محمد بن أحمد بن محمد بن علي بن محمد بن عبد العزيز بن حمدين التغلبي، أبو القاسم	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. ʿAlī b. Muḥammad b. ʿAbd al-ʿAzīz b. Ḥamdīn al-Taglibī, Abū l-Qāsim	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2019-08-02T12:37:57Z	1	NA	0	0	NA
1654	0	أحمد بن محمد بن أحمد بن محمد بن عمر بن أحمد بن محمد بن عبد الأعلى بن عبد الغافر بن عبد المجيد بن عبد الله بن أبي عبس عبد الرحمن بن جبر (خير) الأنصاري، ابن أبي عبس (ابن أبي عيسى)، أبو بكر	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. ʿUmar b.  Aḥmad b. ʿAbd al-Aʿlà b. ʿAbd al-Gāfūr b. ʿAb al-Mağīd b. ʿAbd Allāh b. Abī ʿAbs ʿAbd al-Raḥmān b. Ğabar (Ḫayr), Ibn Abī ʿAbs (Ibn Abī ʿĪsà), Abū Bakr	ابن أبي عبس (ابن أبي عيسى)	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2012-02-02T21:32:32Z	1	NA	0	0	NA
1655	125	أحمد بن محمد بن أحمد بن محمد بن عمر بن يوسف بن عبد المنعم الأنصاري النجاري القنائي القرطبي، محي الدين بن كمال الدين بن ضياء الدين	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b. ʿUmar b. Yūsuf b. ʿAbd al-Munʿim al-Anṣārī al-Nağğārī al-Qannāʾ ī al-Qurṭubī, Muḥī l-Dīn b. Kamāl al-Dīn b. Ḍayāʾ al-Dīn	NA	0	NA	709	14 ḏū l-qaʿda = 15 abril	0	NA	NA	2010-12-29T01:13:01Z	2015-03-03T15:23:29Z	1	NA	0	1310	NA
1656	0	أحمد بن محمد بن أحمد بن محمد بن غرسية	Aḥmad b. Muḥammad b. Aḥmad b. Muḥammad b.	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1657	264	أحمد بن محمد بن أحمد بن مخلد بن عبد الرحمن بن أحمد بن بقي بن مخلد بن يزيد، أبو القاسم	Aḥmad b. Muḥammad b. Aḥmad b. Maḫlad b. ʿAbd al-Raḥmān b. Aḥmad b. Baqī b. Maḫlad b. Yazīd, Abū l-Qāsim	NA	446	šaʿbān=noviembre	532	miércoles 29 ḏū l-ḥiğğa=7 septiembre	86	ded.	NA	2010-12-29T01:13:01Z	2013-12-13T09:58:23Z	1	NA	1054	1138	المترجم، أخوه أبو الحسن الحاكم (IB)
1658	0	أحمد بن محمد بن أحمد بن مقدام الرعيني، أبو العباس، أبو القاسم	NA	NA	512	/ramadan 516	604	NA	92	ded., - edad elevada - أسن و عمر طويلا	NA	2010-12-29T01:13:01Z	2014-03-05T09:02:45Z	1	NA	1118	1207	NA
1659	0	أحمد بن محمد بن أحمد بن موسى بن هارون الأنصاري، أبو بكر	Aḥmad b. Muḥammad b. Aḥmad b. Mūsà b. Hārūn al-Anṣārī, Abū Bakr	NA	0	NA	391	miércoles -8 rabīʿ I = 19 febrero	0	NA	NA	2010-12-29T01:13:01Z	2019-06-02T09:57:59Z	1	"بمكة: أبو العباس الكندي<br/>
بمصر: أبو أحمد ابن المفسّر، أبو محمد ابن ثرثال، أبو علي المطرّز، ابن رشيق، طرخان، علي بن عمر البغدادي<br/>"	0	1001	NA
1660	0	أحمد بن محمد بن أحمد بن نصر بن ميمون بن مروان الأسلمي الكفيف النحوي، أشكابة، أبو عمر	Aḥmad b. Muḥammad b. Aḥmad b. Naṣr b. Maymūn b. Marwān al-Aslamī al-Kafīf al-Naḥwī, Aškābba, Abū ʿUmar	أشكابة	0	NA	390	viernes 11 šawwāl = 14 septiembre	0	NA	NA	2010-12-29T01:13:01Z	2019-05-31T19:16:26Z	1	NA	0	1000	ابن الفرضي YI(B) ● <br/>
1661	0	أحمد بن محمد بن أحمد بن يزيد الهمداني اللخمي	NA	NA	0	NA	430	a.	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1662	0	أحمد بن محمد بن أحمد، ابن الحزاز (الحرار)، أبو عمر	Aḥmad b. Muḥammad b. Aḥmad, Ibn al-Ḥazzāz (Ḫarrār), Abū ʿUmar	ابن الحزاز (الحرار)	310	NA	373	jueves -3 muḥarram = 11 julio	63	ded.	NA	2010-12-29T01:13:01Z	2018-12-07T12:45:25Z	1	NA	922	983	"أبو عمر النمري (H, D) <br>
خالد (IF) <br>"
1663	0	أحمد بن محمد بن أحمد، ابن بلال، أبو العباس	NA	ابن بلال	0	NA	460	aprox.	0	NA	NA	2010-12-29T01:13:01Z	2012-05-23T13:11:04Z	1	NA	0	1067	NA
1664	0	أحمد بن محمد بن أحمد، أبو عمر	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1665	0	أحمد بن محمد بن أدهم، أبو الوليد	Adham b. Muḥammad  b. Adham, Abū l-Walīd	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2019-05-20T10:04:55Z	1	NA	0	0	NA
1666	34	أحمد بن محمد بن إسحاق اللخمي، ابن الملح، أبو القاسم	Aḥmad b. Muḥammad b. Isḥāq al-Laḫmī, Ibn al-Milḥ, Abū l-Qāsim	ابن الملح	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1667	0	أحمد بن محمد بن إسماعيل بن سعيد القيسي، السبتي، أبو بكر	NA	السبتي	349	ded.	429	NA	80	NA	NA	2010-12-29T01:13:01Z	2012-07-10T20:28:16Z	1	NA	960	1037	ابن خزرج (IB)
1668	404	أحمد بن محمد بن إسماعيل بن عباد اللخمي إشبيلي، أبو عمر	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2015-02-24T14:21:52Z	1	NA	0	0	NA
1669	0	أحمد بن محمد بن إسماعيل بن محمد الأميي، الطرسوني، أبو القاسم	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1670	0	أحمد بن محمد بن أسود الغساني، أبو عمر	NA	NA	0	NA	469	NA	0	NA	NA	2010-12-29T01:13:01Z	2012-04-16T10:25:45Z	1	NA	0	1076	ابن مدير (IB)
1671	12	أحمد بن محمد بن أضحى بن عبد اللطيف بن غريب (خالد) بن يزيد بن الشمر بن عبد شمس بن غريب (الغريب) الهمداني الإلبيري، أبو العباس	Aḥmad b. Muḥammad b. Aḍḥà b. ʿAbd al-Laṭīf (ʿAbd Allāh) b. al-Garīb (b. Ḫālid) b. Yazīd b. al-Šamir b. ʿAbd al-Šams b. al-Garīb al-Hamadānī al-Ilbīrī, Abū l-ʿAbbās	NA	0	NA	316	dp., ded.	0	NA	NA	2010-12-29T01:13:01Z	2017-10-30T14:15:09Z	1	NA	0	0	NA
1672	0	أحمد بن محمد بن التجيبي الغرناطي، الوراد، أبو جعفر	NA	الوراد	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1673	0	أحمد بن محمد بن الحاج (الحجاج) بن يحيى الإشبيلي الشاهد، أبو العباس	Aḥmad b. Muḥammad b. al-Ḥāğğ (al-Ḥağğāğ) b. Yaḥyà al-Išbīlī, Abū l-ʿAbbās	NA	0	NA	415	13 ṣafar=26 abril	0	NA	NA	2010-12-29T01:13:01Z	2016-07-27T10:57:32Z	1	NA	0	1024	"أبو إسحاق إبراهيم بن سعيد بن عبد الله الحبال (H, D) ● 
الحميدي (IB) ● 
الحميدي (TDIA) ●"
1674	63	أحمد بن محمد بن الحسن الأنصاري الحزرجي غرناطي، ابن الحلاء، أبو جعفر	Aḥmad b. Muḥammad b. al-Ḥasan al-Anṣārī al-Ḫazrağī Garnāṭī, Ibn al-Ḥallāʾ, Abū Gaʿfar	ابن الحلاء	0	NA	527	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	1132	NA
1675	0	أحمد بن محمد بن الحسن المعافري	Aḥmad b. Muḥammad b. al-Ḥasan al-Maʿāfirī	NA	0	NA	393	/394	0	NA	NA	2010-12-29T01:13:01Z	2012-04-09T13:18:46Z	1	NA	0	1002	الصاحبان (IB)
1676	0	أحمد بن محمد أبي القاسم بن حكم بن مسلمة التجيبي الباجي إشبيلي ، أبو عمر	Aḥmad b. Muḥammad Abī l-Qāsim b. Ḥakam b. Maslama al-Tuǧībī al-Bāǧī Išbīlī, Abū ʿUmar	NA	540	viernes 2 rabīʿ I = 23 agosto	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2019-01-30T15:04:27Z	1	NA	1145	0	NA
1677	316	أحمد بن محمد بن الحسن بن خلف بن يحيى الأموي، ابن برنجال، أبو جعفر	NA	ابن برنجال	0	NA	586	ğumādà II I	70	+	NA	2010-12-29T01:13:01Z	2012-07-13T09:12:14Z	1	NA	0	0	NA
1678	0	أحمد بن محمد بن الحسن بن سعيد الخزرجي قرطبي، أبو جعفر	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1679	0	أحمد بن محمد بن الحسن بن عتيق بن جرج الذهبي	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2012-04-15T17:52:36Z	1	NA	0	0	NA
1680	0	أحمد بن محمد بن الحسن بن مالك الكلائي، ابن بليط، أبو القاسم	Aḥmad b. Muḥammad b. al-Ḥasan b. Mālik al-Kalāʾī, Ibn Balīṭ, Abū l-Qāsim	ابن بليط	308	NA	389	ḏū l-qaʿda = octubre	81	ded.	NA	2010-12-29T01:13:01Z	2019-05-31T17:40:11Z	1	NA	920	999	NA
1681	0	أحمد بن محمد بن الرومي	Aḥmad b. Muḥammad b. al-Rūmī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2017-08-16T13:35:53Z	1	"إبراهيم بن الجنيد البغدادي الزاهد. سمع منه بعض تصنيفه في الزهد.<br/>
أبو عبد الله عبدوس بن ذي الزويه الرازي"	0	0	رأيته في بعضِ أصولِه بخطه (IF)
1682	0	أحمد بن محمد بن الزبير بن محمد الأنصاري	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1683	0	أحمد بن محمد بن السمح، أبو بكر	Aḥmad b. Muḥammad b. al-Samḥ, Abū Bakr	NA	0	NA	407	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	1016	NA
1684	0	أحمد بن محمد بن السيد الغافقي، أبو جعفر	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1685	705	أحمد بن محمد (بن العاصي بن أحمد بن سليمان بن عيسى) بن دراج الكاتب، القسطلي، أبو عمر	Aḥmad b. Muḥammad b. al-ʿĀṣī b. Aḥmad b. Sulaymān b. ʿĪsà b. Darrāğ al-Kātib, al-Qasṭallī, Abū ʿUmar	القسطلي	347	muḥarram=marzo	421	16 ğumādà II = 22 junio /aprox. 420	74	ded.	NA	2010-12-29T01:13:01Z	2016-08-17T10:35:36Z	1	NA	958	1030	"أبو محمد علي بن أحمد بن سعيد، أبو عبد الله مالك بن محمد بن عمروس التجيبي، أبو جعفر بن البين (H) ● 
شريح بن محمد < أبو محمد بن حزم (D) ●  
الحميدي (IB) ● 
الثعالبي(WJ) ●"
1686	0	أحمد بن محمد بن العاصي، أبو الحكم	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1687	643	أحمد بن محمد بن الليث، أبو عمر	Aḥmad b. Muḥammad b. al-Layṯ, Abū ʿUmar	NA	355	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2015-03-29T20:55:41Z	1	NA	965	0	ابن خزرج (IB)
1689	0	أحمد بن محمد بن المكزني (الكزوني) الغرناطي	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	0	NA
1690	0	أحمد بن محمد بن اليسع، أبو بكر	NA	NA	0	NA	401	v.	0	v.	NA	2010-12-29T01:13:01Z	2010-12-29T01:13:01Z	1	NA	0	1011	NA
